rpt_rec_num,Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Interns and Residents (FTE),Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges (V + XVIII + XIX + Unknown),Number of Beds + Total for all Subproviders,Hospital Total Days Title V For Adults & Peds,Hospital Total Days Title XVIII For Adults & Peds,Hospital Total Days Title XIX For Adults & Peds,Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds,Hospital Number of Beds For Adults & Peds,Hospital Total Bed Days Available For Adults & Peds,Hospital Total Discharges Title V For Adults & Peds,Hospital Total Discharges Title XVIII For Adults & Peds,Hospital Total Discharges Title XIX For Adults & Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor: Direct Patient Care,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Other Current Assets,Total Current Assets,Fixed Equipment,Major Movable Equipment,Total Assets,"Salaries, Wages, and Fees Payable",Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Liabilities and Fund Balances,DRG Amounts Other Than Outlier Payments,Disproportionate Share Adjustment,Allowable DSH Percentage,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Total Patient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Net Revenue from Stand-Alone CHIP
750278,140184,HEARTLAND REGIONAL MEDICAL CENTER,917 WEST MAIN ST,MARION,IL,62959,WILLIAMSON,16060.0,U,STH,1,4,5/1/2022,1/13/2023,235.43,,,1857.0,82.0,4331.0,94.0,24252.0,,513.0,23.0,1206.0,94.0,,1651.0,58.0,3745.0,76.0,19608.0,,513.0,23.0,1206.0,265310.0,4490705.0,940501.0,2966573.0,13574691.0,-37043150.0,2888938.0,50287366.0,140103649.0,246567146.0,386670795.0,3509054.0,,13574691.0,730660.0,,,17095177.0,-6091644.0,7845552.0,18338268.0,,,18486442.0,486548.0,103345.0,-117824213.0,,,,,-117824213.0,136310655.0,18486442.0,,95580.0,0.084,,,140084886.0,246585909.0,386670795.0,318915606.0,67755189.0,-23468459.0,91223648.0,488625.0,91712273.0,,91712273.0,0.130052,4507637.0,
750279,141303,WARNER HOSPITAL AND HEALTH SERVICES,422 WEST WHITE STREET,CLINTON,IL,61727,DEWITT,99914.0,R,CAH,1,12,5/1/2022,4/30/2023,93.95,,,119.0,,207.0,15.0,5475.0,,40.0,,110.0,15.0,,119.0,,207.0,15.0,5475.0,,40.0,,110.0,183194.0,1147269.0,739169.0,739169.0,7674952.0,13111122.0,937992.0,18992939.0,2528507.0,33684173.0,36212680.0,,,,,,,4209540.0,-1981269.0,79102.0,20663664.0,558730.0,6225776.0,35449101.0,939750.0,,1740212.0,,,3585424.0,3585424.0,5325636.0,30123465.0,35449101.0,,,,,,2528507.0,33902033.0,36430540.0,14054210.0,22376330.0,21874969.0,501361.0,1204346.0,1705707.0,,1705707.0,0.524483,3628207.0,
750283,171319,HOLTON COMMUNITY HOSPITAL,1110 COLUMBINE DRIVE,HOLTON,KS,66436,JACKSON,45820.0,U,CAH,1,8,4/1/2022,3/31/2023,117.42,,,798.0,,1181.0,14.0,5110.0,,88.0,,147.0,14.0,,295.0,,512.0,14.0,5110.0,,88.0,,147.0,65078.0,792608.0,586716.0,780958.0,11461322.0,15182993.0,1629723.0,23250415.0,3190465.0,32008956.0,35199421.0,,,,,,,4550475.0,,1503175.0,7906590.0,,5554164.0,24759888.0,,900646.0,1945033.0,,,15316169.0,15316169.0,17261202.0,7498686.0,24759888.0,,,,,,3082360.0,35176568.0,38258928.0,15693935.0,22564993.0,26644315.0,-4079322.0,2774033.0,-1305289.0,,-1305289.0,0.660534,1614227.0,
750291,241367,WELIA HEALTH,301 HIGHWAY 65 SOUTH,MORA,MN,55051-1950,KANABEC,99924.0,R,CAH,1,2,1/1/2022,12/31/2022,437.36,,,1610.0,94.0,4235.0,25.0,9125.0,,370.0,17.0,1036.0,25.0,,1454.0,58.0,3427.0,21.0,7665.0,,370.0,17.0,1036.0,398835.0,3130641.0,1760384.0,3292749.0,43180456.0,62409016.0,5489097.0,82416762.0,20124420.0,169099416.0,189223836.0,,,,,,,16398386.0,,51275570.0,119336853.0,9766511.0,29226007.0,183068147.0,5875035.0,1884394.0,13715305.0,,56798526.0,2181672.0,58980198.0,72695503.0,110372644.0,183068147.0,,,,,,22150375.0,190474489.0,212624864.0,105893756.0,106731108.0,105589472.0,1141636.0,8542493.0,9684129.0,3130641.0,6553488.0,0.435552,19469568.0,
750305,380017,LEGACY GOOD SAMARITAN HOSPITAL,1015 NW 22ND AVENUE,PORTLAND,OR,97210,MULTNOMAH,38900.0,U,STH,1,2,4/1/2022,3/31/2023,1259.85,44.65,,10843.0,1976.0,46331.0,177.0,64605.0,,1650.0,1970.0,7617.0,213.0,,9766.0,1589.0,39864.0,149.0,54385.0,,1650.0,1970.0,7617.0,10447106.0,8873653.0,13786989.0,67885863.0,156486963.0,302676672.0,2374425.0,406801973.0,509549704.0,561625047.0,1071174751.0,37438465.0,,156486963.0,24806604.0,,776098.0,172841666.0,-117635640.0,,66686494.0,,155113057.0,428461799.0,3066437.0,7692793.0,29278431.0,,53873141.0,,53873141.0,83151572.0,345310227.0,428461799.0,,1193150.0,0.2062,27396134.0,2680592.0,506981799.0,611972751.0,1118954550.0,703972715.0,414981835.0,459163635.0,-44181800.0,32885553.0,-11296247.0,,-11296247.0,0.379772,43971181.0,338180.0
750306,380025,LEGACY MOUNT HOOD MEDICAL CENTER,24800 SE STARK STREET,GRESHAM,OR,97030,MULTNOMAH,38900.0,U,STH,1,2,4/1/2022,3/31/2023,662.83,,,5502.0,2260.0,27231.0,99.0,36135.0,,934.0,1654.0,5213.0,99.0,,5118.0,1372.0,22794.0,89.0,32485.0,,934.0,1654.0,5213.0,11975727.0,6138542.0,14051848.0,46928296.0,80558639.0,136848235.0,1253489.0,208057288.0,256377023.0,361436377.0,617813400.0,22503664.0,,80558639.0,10756391.0,,,85150680.0,-61582443.0,,28211151.0,,63200331.0,129512853.0,1326519.0,3589587.0,14833306.0,,,27094058.0,27094058.0,41927364.0,87585489.0,129512853.0,,627948.0,0.2197,20000332.0,,254562767.0,372819983.0,627382750.0,430154669.0,197228081.0,217406874.0,-20178793.0,8264966.0,-11913827.0,89452.0,-12003279.0,0.336764,31967406.0,1352193.0
750307,380029,SILVERTON HOSPITAL,342 FAIRVIEW STREET,SILVERTON,OR,97381-1993,MARION,41420.0,U,STH,1,2,4/1/2022,3/31/2023,409.31,,,754.0,2310.0,7693.0,29.0,10585.0,,183.0,1184.0,2233.0,29.0,,726.0,754.0,4903.0,25.0,9125.0,,183.0,1184.0,2233.0,6896120.0,2086973.0,7805469.0,15701493.0,56400207.0,81022046.0,901230.0,100322178.0,58607949.0,169731150.0,228339099.0,11925933.0,,56400207.0,10025838.0,,,33609471.0,-20453518.0,,19014356.0,,17515700.0,36097180.0,1328677.0,1403522.0,10828714.0,,,26008065.0,26008065.0,36836779.0,-739599.0,36097180.0,,52877.0,0.12,3222319.0,,56405813.0,208678394.0,265084207.0,146726260.0,118357947.0,137422253.0,-19064306.0,7088045.0,-11976261.0,,-11976261.0,0.439356,28961568.0,3371319.0
750308,380089,LEGACY MERIDIAN PARK HOSPITAL,19300 SW 65TH AVENUE,TUALATIN,OR,97062,CLACKAMAS,38900.0,U,STH,1,2,4/1/2022,3/31/2023,821.95,,,8532.0,1827.0,33472.0,110.0,40150.0,,1590.0,994.0,6610.0,110.0,,8074.0,1285.0,27302.0,94.0,34310.0,,1590.0,994.0,6610.0,6546219.0,5641444.0,8539167.0,28019786.0,99905268.0,166396627.0,2039766.0,246043653.0,307810090.0,388199579.0,696009669.0,26223610.0,,99905268.0,10544169.0,,12266.0,104047643.0,-68787773.0,26000.0,43239173.0,,89522061.0,539148127.0,1910304.0,2735925.0,17590244.0,,,18970713.0,18970713.0,36560957.0,502587170.0,539148127.0,,261818.0,0.0541,28070484.0,,304833664.0,421627340.0,726461004.0,461272058.0,265188946.0,266301895.0,-1112949.0,14876615.0,13763666.0,,13763666.0,0.353506,17877015.0,606606.0
750332,450775,HCA HOUSTON HEALTHCARE KINGWOOD,22999 HIGHWAY 59 NORTH,KINGWOOD,TX,77339-,HARRIS,26420.0,U,STH,1,4,10/1/2021,9/30/2022,2250.54,113.72,,28311.0,4463.0,149201.0,576.0,210376.0,,5656.0,870.0,29758.0,611.0,,20737.0,2383.0,108068.0,452.0,165116.0,,5656.0,870.0,29758.0,53555248.0,61566644.0,58623069.0,59578400.0,190651696.0,448612728.0,33138371.0,540205964.0,5126346416.0,3097293286.0,8223639702.0,38731284.0,,190120479.0,220857.0,998936.0,1405748.0,300783849.0,-199528495.0,,125594687.0,124745631.0,119901631.0,782983811.0,14710408.0,1084740.0,61458583.0,,24052845.0,12679207.0,196972675.0,258431258.0,524552553.0,782983811.0,,2781647.0,0.1727,89626531.0,6806290.0,5140441775.0,3045097316.0,8185539091.0,7451734025.0,733805066.0,637672066.0,96133000.0,13252288.0,109385288.0,-22.0,109385310.0,0.065689,68010051.0,719197.0
750336,500150,LEGACY SALMON CREEK HOSPITAL,2211 NE 139TH STREET,VANCOUVER,WA,98686,CLARK,38900.0,U,STH,1,2,4/1/2022,3/31/2023,1461.56,9.23,,12022.0,4664.0,63540.0,178.0,64970.0,,2046.0,3171.0,12359.0,178.0,,11545.0,2040.0,45082.0,124.0,45260.0,,2046.0,3171.0,12359.0,11448738.0,11417619.0,14846952.0,66691832.0,189410945.0,315109546.0,6852426.0,400614186.0,621541139.0,747902488.0,1369443627.0,44162973.0,,189410945.0,25500458.0,,128092.0,221139974.0,-150521238.0,,78568486.0,1621732.0,89627063.0,653012501.0,4840732.0,-519127.0,35361140.0,,,,,35361140.0,617651361.0,653012501.0,,1101565.0,0.176,35960294.0,642538.0,613084810.0,838149544.0,1451234354.0,971485874.0,479748480.0,504520491.0,-24772011.0,38880001.0,14107990.0,,14107990.0,0.292538,42607729.0,381864.0
750339,13029,ENCOMPASS HEALTH REHABILITATION HOSP,1490 HIGHWAY 72 EAST,HUNTSVILLE,AL,35811,MADISON,26620.0,U,RH,5,4,6/1/2022,5/31/2023,238.27,,,15964.0,,29638.0,85.0,31025.0,,1229.0,,2220.0,85.0,,15964.0,,29638.0,85.0,31025.0,,1229.0,,2220.0,,,,,17952926.0,16640061.0,1633573.0,32820589.0,66254900.0,255.0,66255155.0,3111004.0,,17952926.0,204008.0,,,7527862.0,-1904767.0,,16749467.0,,7050428.0,52910296.0,1045843.0,1635718.0,3041246.0,,,17372805.0,17372805.0,20414051.0,32496245.0,52910296.0,,,,,,66254900.0,255.0,66255155.0,24130968.0,42124187.0,34592987.0,7531200.0,84874.0,7616074.0,,7616074.0,,,
750340,13033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 N,PHENIX CITY,AL,36867,RUSSELL,17980.0,U,RH,5,5,6/1/2022,5/31/2023,163.23,,,14715.0,,20837.0,58.0,21170.0,,1213.0,,1701.0,58.0,,14715.0,,20837.0,58.0,21170.0,,1213.0,,1701.0,,,,,12007856.0,9907186.0,1211224.0,21072952.0,46305645.0,,46305645.0,1853316.0,,12007856.0,228919.0,,,6735674.0,-1452994.0,,8685977.0,,4142320.0,20653348.0,1081468.0,108158.0,1832472.0,,,9410438.0,9410438.0,11242910.0,9410438.0,20653348.0,,,,,,46305646.0,,46305646.0,12996483.0,33309163.0,21915042.0,11394121.0,120321.0,11514442.0,,11514442.0,,,
750341,30030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015-2443,MARICOPA,38060.0,R,STH,1,4,4/1/2022,3/31/2023,431.01,15.02,,3420.0,618.0,26829.0,153.0,55989.0,,606.0,198.0,5047.0,169.0,,2964.0,525.0,22910.0,125.0,45769.0,,606.0,198.0,5047.0,4375490.0,9593231.0,5383965.0,11906741.0,46198972.0,74530042.0,4241542.0,107966459.0,694403512.0,486021937.0,1180425449.0,7748792.0,,45713440.0,5835350.0,,239139.0,65045906.0,-47764628.0,,26903969.0,1177072.0,34561510.0,131782938.0,1706955.0,562365.0,11730425.0,,,5545914.0,5545914.0,17276339.0,114506599.0,131782938.0,,572664.0,0.315,16372541.0,337010.0,694563067.0,486025972.0,1180589039.0,1072147447.0,108441592.0,119938929.0,-11497337.0,1070004.0,-10427333.0,,-10427333.0,0.091464,25650669.0,
750342,33032,ENCOMPASS HEALTH VALLEY OF THE SUN R,13460 NORTH 67TH AVE.,GLENDALE,AZ,85304,MARICOPA,38060.0,U,RH,5,4,6/1/2022,5/31/2023,141.68,,,4844.0,180.0,14894.0,75.0,27375.0,,385.0,18.0,1145.0,75.0,,4844.0,180.0,14894.0,75.0,27375.0,,385.0,18.0,1145.0,,,,,11142614.0,10608377.0,863653.0,20655462.0,35088971.0,1591.0,35090562.0,1934262.0,,11142614.0,333100.0,,,4695841.0,-1198171.0,,7708957.0,,4934253.0,25878033.0,799540.0,1342129.0,2451190.0,,,7049861.0,7049861.0,9501051.0,16376982.0,25878033.0,,,,,,35088963.0,1588.0,35090551.0,12494969.0,22595582.0,21750991.0,844591.0,488909.0,1333500.0,,1333500.0,,,
750343,34035,AVENIR BEHAVIORAL HEALTH CENTER,16561 NORTH PARKVIEW PLACE,SURPRISE,AZ,85374,MARICOPA,38060.0,U,PH,4,4,1/1/2022,12/31/2022,56.38,,,1669.0,,9065.0,32.0,11680.0,,139.0,,966.0,32.0,,1669.0,,9065.0,32.0,11680.0,,139.0,,966.0,,,,,4010725.0,3330810.0,,7105429.0,16601740.0,,16601740.0,,,,,,,3923833.0,,,3982315.0,291386.0,36315.0,14125556.0,155978.0,1801031.0,4631955.0,6226133.0,,500000.0,6726133.0,11358088.0,2767468.0,14125556.0,,,,,,16601628.0,2.0,16601630.0,7503490.0,9098140.0,7341535.0,1756605.0,111045.0,1867650.0,,1867650.0,,,
750344,34036,MBH OF NORTHERN ARIZONA,181 WHIPPLE STREET,PRESCOTT,AZ,86301,YAVAPAI,39150.0,U,PH,4,4,1/1/2022,12/4/2022,24.78,,,1149.0,,4273.0,24.0,8112.0,,68.0,,349.0,24.0,,1149.0,,4273.0,24.0,8112.0,,68.0,,349.0,,,,,2245643.0,3603026.0,385928.0,5707743.0,6870071.0,,6870071.0,,,,,,,119846.0,,,-108020.0,,104320.0,-679887.0,9699.0,,2169850.0,,1136955.0,,1136955.0,3306805.0,-3986692.0,-679887.0,,,,,,6870071.0,,6870071.0,3990097.0,2879974.0,5848669.0,-2968695.0,1.0,-2968694.0,,-2968694.0,,,
750348,43028,ENCOMPASS HEALTH REHABILITATION HOSP,1401 SOUTH J ST,FORT SMITH,AR,72901,SEBASTIAN,22900.0,U,RH,5,4,6/1/2022,5/31/2023,155.07,,,12779.0,1173.0,19131.0,65.0,23725.0,,1049.0,115.0,1619.0,65.0,,12779.0,1173.0,19131.0,65.0,23725.0,,1049.0,115.0,1619.0,,,,,12198175.0,12250651.0,1359838.0,22208713.0,43261455.0,,43261455.0,1718966.0,,12198175.0,,,,4481424.0,-1060462.0,,10469630.0,,5643229.0,21651987.0,867213.0,242099.0,1748129.0,,,139369.0,139369.0,1887498.0,19764489.0,21651987.0,,,,,,43261456.0,,43261456.0,14617406.0,28644050.0,24448826.0,4195224.0,-4812.0,4190412.0,,4190412.0,,,
750354,100122,NORTH OKALOOSA MEDICAL CENTER,151 REDSTONE AVENUE,CRESTVIEW,FL,32536,OKALOOSA,18880.0,U,STH,1,4,4/1/2022,3/31/2023,508.23,,,8974.0,1281.0,25615.0,110.0,40150.0,,1727.0,859.0,5499.0,110.0,,7873.0,503.0,21509.0,94.0,34310.0,,1727.0,859.0,5499.0,4207428.0,20255960.0,5715149.0,9889876.0,35879274.0,33386924.0,6121764.0,92507057.0,585282731.0,831078666.0,1416361397.0,6545997.0,71240.0,35879274.0,2025958.0,,,45775260.0,-25053639.0,10894.0,25768036.0,4956308.0,29280691.0,66647770.0,2800829.0,2001483.0,-395541092.0,,3772725.0,90595.0,3863320.0,-391677772.0,458325542.0,66647770.0,,657190.0,0.16,9709095.0,,586129297.0,831223333.0,1417352630.0,1297341647.0,120010983.0,69266198.0,50744785.0,1234295.0,51979080.0,,51979080.0,0.065313,7350788.0,4889.0
750359,140043,CGH MEDICAL CENTER,100 EAST LEFEVRE ROAD,STERLING,IL,61081-1279,WHITESIDE,99914.0,R,STH,1,12,5/1/2022,4/30/2023,1205.35,,,5293.0,277.0,14738.0,95.0,34675.0,,1303.0,79.0,3597.0,95.0,,4204.0,205.0,12606.0,87.0,31755.0,,1303.0,79.0,3597.0,2853129.0,9226006.0,4778025.0,18811846.0,111397900.0,155564864.0,9975000.0,178463673.0,194912861.0,703149614.0,898062475.0,28348921.0,,111397900.0,7321315.0,,,23819385.0,,336905.0,56357697.0,,93060513.0,266268965.0,12596724.0,18424790.0,40235153.0,,51908615.0,44734735.0,96643350.0,136878503.0,129390462.0,266268965.0,,293666.0,0.108,5926393.0,,210515598.0,888968219.0,1099483817.0,852366183.0,247117634.0,265786331.0,-18668697.0,12135234.0,-6533463.0,1500497.0,-8033960.0,0.198721,5234993.0,62961.0
750360,141308,WASHINGTON COUNTY HOSPITAL,705 SOUTH GRAND AVENUE,NASHVILLE,IL,62263,WASHINGTON,99914.0,R,CAH,1,11,5/1/2022,4/30/2023,95.1,,,857.0,1.0,3485.0,22.0,8030.0,,24.0,1.0,48.0,50.0,,72.0,1.0,123.0,22.0,8030.0,,24.0,1.0,48.0,72575.0,326758.0,261116.0,261116.0,6743796.0,9244366.0,656293.0,17074613.0,2800251.0,23823044.0,26623295.0,,,,,,,3258518.0,-904000.0,,8111100.0,,6813137.0,11370952.0,650754.0,56382.0,1206667.0,,,16849.0,16849.0,1223516.0,10147436.0,11370952.0,,,,,,2988876.0,25143991.0,28132867.0,11755488.0,16377379.0,15988162.0,389217.0,1700081.0,2089298.0,,2089298.0,0.641341,1762024.0,
750362,141343,CRAWFORD MEMORIAL HOSPITAL,1000 NORTH ALLEN STREET,ROBINSON,IL,62454,CRAWFORD,99914.0,R,CAH,1,11,5/1/2022,4/30/2023,308.91,,,1216.0,151.0,2685.0,25.0,9125.0,,305.0,17.0,736.0,25.0,,948.0,81.0,2136.0,25.0,9125.0,,305.0,17.0,736.0,729364.0,3168132.0,1943833.0,7273476.0,28979080.0,37457008.0,4503565.0,52706815.0,17038075.0,114880501.0,131918576.0,,,,,,,6482359.0,,-680733.0,15347031.0,9076322.0,20916526.0,101069658.0,3440749.0,808025.0,9122252.0,,23458590.0,5604484.0,29063074.0,38185326.0,62884332.0,101069658.0,,,,,,19790980.0,135657227.0,155448207.0,87734781.0,67713426.0,65769735.0,1943691.0,4250433.0,6194124.0,674097.0,5520027.0,0.399541,6155985.0,
750369,194115,REGIONS BEHAVIORAL HOSPITAL,8416 CUMBERLAND PL,BATON ROUGE,LA,70806,E. BATON ROUGE PARISH,12940.0,U,PH,4,4,1/1/2022,12/31/2022,43.0,,,397.0,,6594.0,24.0,8760.0,,36.0,2.0,989.0,24.0,,397.0,,6594.0,24.0,8760.0,,36.0,2.0,989.0,,,,,3704555.0,2900241.0,,6226410.0,7219763.0,3827960.0,11047723.0,,,,,,,196719.0,,,1003749.0,,298109.0,1014249.0,,,47857.0,,,,1751233.0,1799090.0,-784841.0,1014249.0,,,,,,6945583.0,,6945583.0,,6945583.0,6604796.0,340787.0,,340787.0,,340787.0,,,
750370,230072,HOLLAND HOSPITAL,602 MICHIGAN AVENUE,HOLLAND,MI,49423-,OTTAWA,24340.0,U,STH,1,2,4/1/2022,3/31/2023,1663.87,,,4445.0,4547.0,27622.0,189.0,68985.0,,978.0,558.0,6114.0,189.0,,4261.0,2948.0,24204.0,181.0,66065.0,,978.0,558.0,6114.0,1730952.0,8048038.0,4416702.0,17374834.0,141078161.0,140163738.0,20799751.0,237707191.0,215967000.0,498238573.0,714205573.0,28308913.0,,141078161.0,699503.0,,,92015744.0,-68243008.0,5918785.0,67122960.0,23138348.0,121308594.0,538745699.0,10590229.0,4748018.0,28076185.0,80031599.0,,14033715.0,94065314.0,122141499.0,390557086.0,538745699.0,,281782.0,0.1302,17661354.0,,223330486.0,548191647.0,771522133.0,509207307.0,262314826.0,281241899.0,-18927073.0,1159044.0,-17768029.0,,-17768029.0,0.332827,11118632.0,
750371,231308,MUNISING MEMORIAL HOSPITAL,1500 SAND POINT ROAD,MUNISING,MI,49682,ALGER,99923.0,R,CAH,1,2,4/1/2022,3/31/2023,59.04,,,570.0,1.0,1134.0,11.0,4015.0,,39.0,1.0,99.0,11.0,,190.0,1.0,440.0,11.0,4015.0,,39.0,1.0,99.0,2902.0,278209.0,180960.0,1673390.0,5737306.0,7391235.0,795979.0,12287899.0,2891068.0,15343177.0,18234245.0,936564.0,335149.0,5737306.0,563318.0,,,,110230.0,,6507740.0,,6638667.0,13525334.0,133279.0,498035.0,1574508.0,,7649746.0,,7649746.0,9224254.0,4301080.0,13525334.0,,,,,,2987996.0,16595956.0,19583952.0,8431353.0,11152599.0,13128541.0,-1975942.0,2237318.0,261376.0,,261376.0,0.673891,74272.0,
750372,231312,SHERIDAN COMMUNITY HOSPITAL,301 N MAIN ST,SHERIDAN,MI,48884,,99923.0,R,CAH,1,2,4/1/2022,3/31/2023,60.85,,,466.0,,2061.0,22.0,8030.0,,13.0,,33.0,22.0,,70.0,,100.0,22.0,8030.0,,13.0,,33.0,19469.0,814169.0,615398.0,1063435.0,8035867.0,8015914.0,806000.0,15360132.0,3467358.0,17517946.0,20985304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16051781.0,-16051781.0,,-16051781.0,,-16051781.0,0.731947,1249783.0,
750376,260137,FREEMAN OAK HILL HEALTH SYSTEM,1102 WEST 32ND STREET,JOPLIN,MO,64804,NEWTON,27900.0,R,STH,1,2,4/1/2022,3/31/2023,2814.43,39.95,,19293.0,8542.0,74914.0,363.0,132348.0,,3592.0,1381.0,14348.0,393.0,,17182.0,7401.0,59955.0,302.0,110077.0,,3592.0,1381.0,14348.0,15747260.0,8248597.0,17333444.0,19898692.0,270627975.0,299404644.0,18240285.0,419954373.0,848586063.0,1635065640.0,2483651703.0,45654112.0,1774443.0,270316963.0,5576775.0,242608.0,744822.0,81174161.0,,1104809.0,158744525.0,42276578.0,118859690.0,690747710.0,25831042.0,16539799.0,76139422.0,,53655340.0,47450306.0,101105646.0,177245068.0,513502642.0,690747710.0,,1920431.0,0.2012,27515302.0,559369.0,890802469.0,1994473402.0,2885275871.0,2297738339.0,587537532.0,570032619.0,17504913.0,36662525.0,54167438.0,58048583.0,-3881145.0,0.169087,62183577.0,
750377,261331,FREEMAN NEOSHO HOSPITAL,113 W HICKORY ST,NEOSHO,MO,64850,NEWTON,27900.0,R,CAH,1,2,4/1/2022,3/31/2023,128.32,,,1395.0,287.0,3061.0,21.0,7665.0,,187.0,73.0,560.0,21.0,,779.0,287.0,2196.0,21.0,7665.0,,187.0,73.0,560.0,1701782.0,2498019.0,2247333.0,2247333.0,15236270.0,16586644.0,1327284.0,26520783.0,15754747.0,110978341.0,126733088.0,,,,,,,8471607.0,-3824749.0,,7005330.0,1991067.0,8300104.0,78699864.0,138876.0,3600121.0,5025770.0,,116757.0,403519.0,520276.0,5546046.0,73153818.0,78699864.0,,,,,,19337183.0,115077358.0,134414541.0,101491053.0,32923488.0,31822914.0,1100574.0,2706274.0,3806848.0,3456062.0,350786.0,0.209265,5548936.0,
750378,263028,THE REHABILITATION INSTITUTE OF ST.,4455 DUNCAN AVE,ST LOUIS,MO,63110,ST LOUIS,41180.0,U,RH,5,5,6/1/2022,5/31/2023,296.48,4.42,,10946.0,5554.0,35156.0,136.0,49640.0,,849.0,444.0,2580.0,136.0,,10946.0,5554.0,35156.0,136.0,49640.0,,849.0,444.0,2580.0,,,,,25870979.0,27561862.0,2562693.0,50150097.0,80276459.0,2040.0,80278499.0,5246791.0,,25870979.0,2616451.0,,,11578394.0,-3543891.0,,9980980.0,,10276315.0,38724246.0,2469416.0,1039136.0,6741758.0,,,20018150.0,20018150.0,26759908.0,11964338.0,38724246.0,,,,,,80276451.0,2040.0,80278491.0,28482661.0,51795830.0,53432841.0,-1637011.0,2634312.0,997301.0,,997301.0,,,
750379,264031,OSAGE BEACH CENTER FOR COGNITIVE DIS,840 PASSOVER ROAD,OSAGE BEACH,MO,65065,CAMDEN,99926.0,R,PH,4,6,1/1/2022,12/31/2022,32.0,,,418.0,1263.0,4889.0,16.0,5840.0,,47.0,152.0,609.0,16.0,,418.0,1263.0,4889.0,16.0,5840.0,,47.0,152.0,609.0,,,,,2315863.0,1885529.0,200224.0,3365024.0,10491001.0,,10491001.0,,,,,,,1471983.0,-450000.0,,3308690.0,,117461.0,5922985.0,197174.0,948.0,264332.0,,,,,264332.0,5658653.0,5922985.0,,,,,,11059956.0,2.0,11059958.0,6319116.0,4740842.0,4201392.0,539450.0,113224.0,652674.0,,652674.0,,,
750383,320085,MOUNTAIN VIEW REG MED CTR,4311 EAST LONHAM AVENUE,LAS CRUCES,NM,88011-,DONA ANA,29740.0,U,STH,1,4,4/1/2022,3/31/2023,818.46,41.76,,9814.0,608.0,40586.0,166.0,58601.0,,1882.0,4121.0,7841.0,166.0,,8268.0,530.0,30248.0,132.0,46191.0,,1882.0,4121.0,7841.0,1773486.0,11054390.0,3409403.0,3409419.0,67079227.0,127848353.0,8571078.0,169878440.0,588678664.0,643770569.0,1232449233.0,111492873.0,,67079227.0,4108377.0,,532351.0,52553924.0,-11878077.0,248649.0,48255756.0,3413694.0,40073213.0,150402502.0,5395191.0,1775377.0,-618768009.0,,6506754.0,166044.0,6672798.0,-612095211.0,762497713.0,150402502.0,,1404896.0,0.2857,19229630.0,2661661.0,588678664.0,643770569.0,1232449233.0,970202884.0,262246349.0,194927580.0,67318769.0,2614782.0,69933551.0,,69933551.0,0.137838,53821551.0,54.0
750401,423028,ENCOMPASS HEALTH REHABILITATION HOSP,1795 DR. FRANK GASTON BLVD,ROCK HILL,SC,29732,YORK,16740.0,U,RH,5,5,6/1/2022,5/31/2023,141.89,,,12774.0,,16673.0,50.0,18250.0,,1123.0,,1437.0,50.0,,12774.0,,16673.0,50.0,18250.0,,1123.0,,1437.0,,,,,10552568.0,8106493.0,716455.0,18360699.0,36207265.0,,36207265.0,2107411.0,,10552568.0,11054.0,,,5008060.0,-1224832.0,,7685573.0,,3819205.0,14179041.0,951265.0,120546.0,1373538.0,,,955693.0,955693.0,2329231.0,11849810.0,14179041.0,,,,,,36207265.0,,36207265.0,6554233.0,29653032.0,18659061.0,10993971.0,-31759.0,10962212.0,-3.0,10962215.0,,,
